Frame,ΔF/F (%)
415,0.003266327
416,0.019776776
417,-0.001764294
418,-0.03476731
419,0.045382876
420,-0.041431095
421,-0.006818756
422,0.021588752
423,0.006043897
424,0.012600393
425,0.017082652
426,-0.013953416
427,-0.026291551
428,0.015604461
429,0.002920621
430,-0.003349773
431,-0.003391497
432,-0.025093498
433,0.059938297
434,0.004518022
435,0.05578982
436,-0.058871374
437,0.043344397
438,0.027048526
439,-0.004291525
440,0.08194428
441,0.035047453
442,0.042772196
443,-0.05986081
444,0.0850914
445,0.028467115
446,0.050449256
447,-0.018680053
448,0.006532655
449,0.034427565
450,0.090944566
451,-0.03843895
452,0.10515428
453,0.028586324
454,-0.061827756
455,-0.023162313
456,-0.002837175
457,0.06096349
458,0.04838694
459,0.013673275
460,-0.020134404
461,-0.06160722
462,0.029814176
463,-0.008410197
464,0.1110432
465,0.023841804
466,-0.038880024
467,0.029933386
468,0.01575943
469,0.022423217
470,0.042915247
471,-0.017470082
472,0.026881633
473,0.011789772
474,0.028562482
475,0.03544084
476,-0.026911436
477,0.060677387
478,-0.019568162
479,0.03151886
480,-0.009560564
481,0.007951241
482,-0.05893098
483,0.018060166
484,0.08878688
485,-0.016164742
486,0.04720677
487,-0.002199407
488,0.022911973
489,-0.00435709
490,0.07306321
491,0.0682114
492,-0.06480798
493,0.052487735
494,0.012767286
495,-0.059044227
496,0.03240101
497,0.027501522
498,0.021588752
499,0.041067507
500,0.027012764
501,0.034010336
502,-0.025361719
503,-0.06736502
504,0.105750315
505,-0.067287534
506,-0.015479291
507,0.046217337
508,-0.004655112
509,0.04292717
510,-0.000369548
511,-0.006008135
512,-0.03938666
513,0.047385585
514,-0.046217337
515,0.012755365
516,-0.065111965
517,-0.10373569
518,-0.25615036
519,-0.24990383
520,-0.17747243
521,-0.25183502
522,-0.2889567
523,-0.22428581
524,-0.2444202
525,-0.3525547
526,-0.35787144
527,-0.32610223
528,-0.14793839
529,-0.08381586
530,0.005912767
531,0.049912818
532,0.015008416
533,0.030612875
534,0.05038965
535,0.040912535
536,-0.000852345
537,0.064229816
538,0.13232201
539,0.091302186
540,0.13989179
541,0.094091676
542,0.1306054
543,0.10045744
544,0.10722851
545,0.11095975
546,0.06810411
547,0.07302745
548,0.037455473
549,-0.000238418
550,-0.052642707
551,-0.061696626
552,-0.046664372
553,-0.048684962
554,-0.024121944
555,-0.04532327
556,-0.07063731
557,-0.033885166
558,0.022733161
559,0.000202655
560,0.083434395
561,0.055992477
562,0.12071106
563,0.11969778
564,0.15351738
565,0.13816325
566,0.089919366
567,0.050926093
568,0.06374106
569,0.06875976
570,0.102853544
571,-0.000667571
572,0.04162779
573,0.10615563
574,0.02921813
575,-0.09618976
576,-0.13068289
577,-0.058007106
578,-0.03937474
579,0.045812026
580,-0.024431888
581,-0.023180194
582,-0.000470876
583,-0.020420505
584,0.020313216
585,-0.025427284
586,-0.050288323
587,0.121366695
588,0.1107571
589,0.072479084
590,0.1088736
591,0.07446987
592,0.10292507
593,0.06762728
594,0.07177575
595,0.07384998
596,0.03498785
597,0.013756721
598,0.008463841
599,-0.007694942
600,-0.027298866
601,-0.04597296
602,-0.044357676
603,-0.07832033
604,-0.069427334
605,-0.043558974
606,-0.0546931
607,-0.143325
608,-0.104141004
609,-0.053590413
610,0.057744853
611,-0.002193446
612,0.09813286
613,0.07486326
614,0.027131973
615,0.1117823
616,0.061845638
617,0.0803588
618,0.077342816
619,0.01229045
620,0.08960942
621,0.050341967
622,-0.011068557
623,0.028109487
624,-0.014448134
625,-0.061321117
626,-0.16304813
627,-0.045943156
628,-0.056707732
629,-0.054871913
630,-0.0811873
631,0.038993273
632,-0.023633188
633,-0.0515281
634,-0.08756498
635,-0.08074623
636,-0.01573559
637,0.042784117
638,0.004947174
639,0.14618602
640,0.035929598
641,0.045788184
642,0.06984457
643,0.053965922
644,0.022518585
645,0.03317587
646,0.071084335
647,0.027561126
648,0.023090787
649,0.040197283
650,-0.1025138
651,-0.043582816
652,-0.120657414
653,-0.12527676
654,-0.08293968
655,-0.016707145
656,-0.100421675
657,-0.078373976
658,-0.010001637
659,-0.064205974
660,-0.03610841
661,-0.10086275
662,0.042605303
663,0.02182717
664,0.067806095
665,0.014960732
666,0.04731406
667,0.094711564
668,0.08285027
669,0.045490164
670,0.094854616
671,-0.023579543
672,0.041317847
673,0.02021785
674,0.021338414
675,-0.12217136
676,-0.08525233
677,-0.028484996
678,-0.056588523
679,-0.13408035
680,-0.07219298
681,-0.111746535
682,-0.07938129
683,-0.007837993
684,-0.067674965
685,-0.00157952
686,0.01797672
687,0.0608562
688,0.022125194
689,0.06322846
690,0.16044343
691,0.027191577
692,0.055932872
693,0.018978076
694,0.11314128
695,0.065505356
696,0.031542704
697,0.05507457
698,0.006377683
699,-0.03594152
700,0.022828527
701,-0.06788358
702,-0.10141707
703,-0.035506405
704,-0.06045089
705,-0.07728917
706,-0.052821513
707,-0.10523773
708,-0.068425976
709,-0.004899491
710,0.031828806
711,-0.020933103
712,0.047802817
713,0.021171521
714,0.033628866
715,0.043213267
716,0.08677224
717,0.024783555
718,0.08003694
719,0.036537565
720,0.09623744
721,0.03660909
722,0.015521014
723,-0.040924456
724,-0.077318974
725,-0.0705777
726,-0.08158665
727,0.018537002
728,0.000417232
729,-0.043570895
730,-0.07011875
731,-0.12919873
732,-0.051337365
733,-0.010770534
734,-0.03659121
735,-0.05525338
736,-0.02512926
737,0.08221846
738,-0.004893531
739,0.028872427
740,0.092816144
741,0.062179424
742,0.054395076
743,0.06544575
744,0.018274743
745,-0.015485251
746,0.08105021
747,0.07414801
748,0.019204574
749,0.028645929
750,-0.060903884
751,-0.02934926
752,-0.080764115
753,-0.081258826
754,-0.13529032
755,-0.08922199
756,-0.01969333
757,-0.02021189
758,-0.058102474
759,-0.080632985
760,-0.055014964
761,-0.060880043
762,0.07764084
763,0.06737694
764,0.039946944
765,0.007629377
766,0.024068302
767,0.06201253
768,-0.007373078
769,0.084805295
770,0.025093498
771,0.035774626
772,0.001347062
773,-0.00976918
774,0.001347062
775,-0.11143659
776,-0.03689519
777,-0.07573349
778,-0.17645915
779,-0.06057606
780,-0.023943132
781,-0.030887056
782,-0.0927327
783,-0.022768924
784,-0.05408513
785,0.0211596
786,-0.018125731
787,0.044631857
788,0.055825584
789,0.085604
790,0.008547287
791,0.11128162
792,0.06467089
793,0.106131785
794,0.044047732
795,0.11665794
796,0.04597892
797,0.080895245
798,0.05012739
799,0.06748423
800,-0.04310598
801,-0.038123045
802,-0.033968613
803,-0.041949652
804,-0.069951855
805,-0.019526439
806,-0.05456793
807,-0.08601527
808,-0.039815813
809,0.054550048
810,-0.049245246
811,-0.036513723
812,0.06624445
813,0.10927891
814,0.07919055
815,0.116348
816,0.050663833
817,0.07889253
818,0.011551354
819,-0.038212452
820,-0.007545931
821,0.027966436
822,0.03368847
823,0.011455987
824,0.041592028
825,-0.04827369
826,-0.10138131
827,-0.09263137
828,-0.05379307
829,-0.10578012
830,-0.042593382
831,0.03660909
832,-0.07983428
833,-0.00964401
834,-0.023966974
835,-0.000727175
836,-0.003063672
837,0.08347016
838,0.09493806
839,0.037455473
840,0.09733416
841,0.089919366
842,0.091182984
843,0.13247699
844,0.09937264
845,0.077593155
846,0.02775186
847,0.000870226
848,0.055563323
849,0.003778926
850,-0.040239006
851,-0.0800727
852,-0.13173193
853,0.022447059
854,-0.07238968
855,-0.045603413
856,0.001811977
857,-0.08457284
858,-0.030326772
859,-0.044858355
860,-0.051343326
861,-0.03882042
862,0.06928428
863,0.041448977
864,0.1300928
865,0.03871909
866,0.075936146
867,0.11448835
868,0.03634683
869,0.099169984
870,0.032424852
871,0.050926093
872,-0.03846279
873,0.01928802
874,-0.017583331
875,-0.026887594
876,-0.07420165
877,-0.07963759
878,-0.05164731
879,-0.0835834
880,-0.04693855
881,-0.07568581
882,-0.041526463
883,-0.09493806
884,-0.058108434
885,-0.06492719
886,-0.005489575
887,0.10694241
888,0.11718246
889,0.06254897
890,0.110375635
891,0.077330895
892,0.028419431
893,0.10863518
894,0.10143495
895,0.007736665
896,0.008058529
897,0.010836099
898,-0.000768898
899,-0.06470665
900,-0.10808682
901,-0.057405107
902,-0.06060586
903,-0.13575524
904,-0.09772755
905,-0.044250388
906,-0.06387815
907,-0.09769179
908,-0.0267207
909,-0.062167503
910,-0.046861067
911,-0.0446557
912,0.017952878
913,0.09720303
914,0.0626801
915,0.027191577
916,0.11063789
917,0.12115212
918,0.0846384
919,-0.02271528
920,-0.02960556
921,0.014281241
922,0.011980507
923,0.024604741
924,0.029706888
925,-0.054985162
926,-0.08693913
927,-0.13315052
928,-0.05605208
929,-0.10616159
930,-0.08471589
931,-0.120418996
932,-0.038599882
933,-0.06683454
934,-0.016057454
935,-0.01043079
936,-0.020050958
937,0.011694405
938,0.10629868
939,0.10966038
940,0.03741971
941,0.0943897
942,0.06198869
943,0.10632252
944,0.15904868
945,0.05844818
946,0.000405311
947,0.07218106
948,0.039124403
949,0.005745875
950,-0.09861566
951,-0.09986736
952,-0.1341936
953,-0.02614254
954,-0.052082423
955,-0.049906857
956,-0.026333274
957,-0.06579146
958,-0.021380138
959,-0.036823664
960,-0.016963445
961,-0.002008672
962,0.052690383
963,0.04678954
964,0.027728017
965,0.06123767
966,0.12084217
967,0.09680964
968,0.027394233
969,0.0870345
970,0.001466271
971,0.07652027
972,0.009822823
973,-0.01626607
974,0.008559207
975,-0.08502583
976,-0.14237729
977,-0.016421042
978,-0.030457903
979,-0.055491798
980,-0.10292507
981,-0.09559967
982,-0.031661913
983,-0.02878898
984,-0.05769717
985,-0.086581506
986,0.030028753
987,0.13047427
988,0.15243258
989,0.07735474
990,0.049400218
991,0.058352813
992,0.106513254
993,0.010597682
994,0.10127998
995,0.013089151
996,0.021672199
997,0.035607733
998,0.061070777
999,-0.04016152
1000,-0.083285384
1001,-0.082921796
1002,-0.091057815
1003,-0.056773297
1004,-0.12260647
1005,-0.028949909
1006,-0.07384998
1007,-0.07650835
1008,-0.06124363
1009,-0.01559254
1010,0.04760016
1011,-0.054228183
1012,0.023353048
1013,0.0935314
1014,0.034713667
1015,0.10309196
1016,0.12882918
1017,0.011444066
1018,0.041878127
1019,0.07957202
1020,0.06289468
1021,0.09542682
1022,0.064086765
1023,-0.018399911
1024,-0.03665677
1025,-0.075650044
1026,-0.14903511
1027,-0.07599575
1028,-0.14033882
1029,0.039172087
1030,-0.069176994
1031,-0.045823947
1032,-0.030958582
1033,-0.017029008
1034,-0.029432707
1035,-0.07390959
1036,-0.04706372
1037,0.10035015
1038,0.06259666
1039,0.12402506
1040,0.0639914
1041,0.057780616
1042,0.05023468
1043,0.056326263
1044,0.075793095
1045,0.10458208
1046,0.046455756
1047,0.001144407
1048,0.036013044
1049,-0.060927726
1050,-0.064223856
1051,-0.1057682
1052,-0.051313523
1053,-0.09430625
1054,-0.10524369
1055,-0.059646234
1056,-0.097769275
1057,-0.024092143
1058,0.036048807
1059,-0.028699573
1060,-0.06712064
1061,-0.043028496
1062,0.05880581
1063,0.001895423
1064,0.042247675
1065,0.085317895
1066,0.072347954
1067,0.007724744
1068,0.06411061
1069,0.018691974
1070,0.042664908
1071,0.03329508
1072,-0.003892175
1073,0.005352485
1074,-0.010073163
1075,-0.056856744
1076,-0.06454572
1077,-0.07208569
1078,-0.06620273
1079,-0.12981266
1080,-0.042539738
1081,-0.11762354
1082,-0.09492614
1083,-0.0451683
1084,-0.07952434
1085,0.007247908
1086,-0.026196184
1087,0.059676036
1088,0.07123931
1089,0.14779533
1090,0.078368016
1091,0.04599084
1092,0.106262915
1093,0.056636207
1094,0.06960615
1095,0.043964285
1096,0.07692558
1097,0.002014632
1098,0.0642775
1099,-0.013500421
1100,-0.072628096
1101,-0.10025478
1102,-0.052142028
1103,-0.09822227
1104,-0.077456065
1105,-0.005078304
1106,-0.032746717
1107,-0.089019336
1108,-0.0224709
1109,-0.03830782
1110,-0.009208896
1111,-0.05087841
1112,0.08282643
1113,0.09553411
1114,0.066649765
1115,0.097369924
1116,0.06765112
1117,0.055622928
1118,0.103878744
1119,0.029373102
1120,0.018989997
1121,0.02576107
1122,0.048434623
1123,-0.010091044
1124,-0.05024064
1125,-0.10838484
1126,-0.09242275
1127,-0.017219743
1128,-0.07692558
1129,-0.010949348
1130,-0.011551354
1131,-0.060301885
1132,-0.107300036
1133,-0.05243409
1134,0.019240336
1135,-0.053381797
1136,-0.03767601
1137,0.09397247
1138,0.14736618
1139,0.08497219
1140,0.099551454
1141,0.09579637
1142,0.1405832
1143,0.06312117
1144,-0.004714717
1145,0.0968454
1146,0.017464122
1147,0.006723389
1148,0.07498247
1149,-0.010371185
1150,-0.035983242
1151,-0.1542088
1152,-0.10336018
1153,-0.08401255
1154,-0.13356775
1155,-0.09201148
1156,-0.035333555
1157,-0.02934926
1158,0.038266096
1159,-0.006008135
1160,-0.000357627
1161,-0.056713693
1162,0.07320626
1163,0.1030562
1164,0.005781638
1165,0.07649643
1166,0.026941238
1167,0.1402971
1168,0.10281778
1169,0.022613952
1170,0.022697398
1171,0.07938129
1172,0.007927399
1173,0.03609649
1174,-0.008434039
1175,-0.071066454
1176,-0.02986782
1177,-0.072377756
1178,-0.063198656
1179,-0.08283835
1180,-0.057989225
1181,0.004184237
1182,-0.015360082
1183,-0.074243374
1184,-0.000959633
1185,-0.055932872
1186,-0.011050676
1187,0.032317564
1188,0.034308355
1189,0.013864009
1190,0.022637794
1191,0.08487682
1192,0.04810084
1193,0.072240666
1194,0.09415128
1195,0.021660278
1196,0.048828013
1197,0.0029087
1198,0.024342481
1199,-0.023150392
1200,-0.06365165
1201,-0.0805257
1202,-0.06723389
1203,-0.07666928
1204,-0.056987874
1205,-0.12901992
1206,-0.12255879
1207,-0.057035558
1208,-0.050473098
1209,-0.006717428
1210,-0.066792816
1211,0.011086439
1212,0.059759483
1213,0.0877736
1214,0.03544084
1215,0.0836132
1216,0.10461784
1217,0.034058016
1218,0.036835585
1219,0.068080276
1220,0.07404072
1221,0.04178276
1222,0.014817681
1223,-0.008708219
1224,-0.02470607
1225,-0.06820544
1226,-0.073492356
1227,-0.028216776
1228,-0.025469007
1229,-0.014996495
1230,-0.08859018
1231,0.00383853
1232,-0.020682765
1233,-0.06254301
1234,-0.07168634
1235,-0.024372283
1236,-0.022369573
1237,0.101339586
1238,0.055849425
1239,0.06023632
1240,0.04838694
1241,0.030386377
1242,0.12283297
1243,0.10535694
1244,0.07382614
1245,0.01838203
1246,0.041842364
1247,0.025343837
1248,0.015354121
1249,-0.034671944
1250,-0.15844667
1251,-0.074010916
1252,-0.1333651
1253,-0.10033227
1254,-0.041323807
1255,0.000488757
1256,-0.05580174
1257,-0.086426534
1258,-0.03846279
1259,-0.0862358
1260,-0.042408608
1261,0.025796833
1262,0.11460756
1263,0.10975575
1264,0.037467394
1265,0.09909846
1266,0.05997406
1267,0.07343275
1268,0.04098406
1269,0.039148245
1270,0.07204993
1271,0.025558414
1272,-0.036823664
1273,-0.015842877
1274,0.007700902
1275,-0.09911634
1276,-0.061780073
1277,-0.08903126
1278,-0.056242816
1279,-0.037854824
1280,-0.04785646
1281,-0.028562482
1282,-0.08719543
1283,-0.02444977
1284,0.009465196
1285,-0.050723437
1286,-0.009220817
1287,0.14409986
1288,0.04543056
1289,0.10917162
1290,0.1010058
1291,-0.020015195
1292,0.09403207
1293,0.08258801
1294,0.039827734
1295,0.07164462
1296,-0.027555166
1297,0.028717455
1298,-0.003331892
1299,-0.030279089
1300,-0.0692366
1301,-0.060272083
1302,-0.1154301
1303,-0.0632225
1304,-0.06577954
1305,-0.14271107
1306,-0.106006615
1307,-0.13611287
1308,-0.048011433
1309,-0.058472022
1310,-0.042503975
1311,0.041043665
1312,0.105035074
1313,0.023472255
1314,0.07377846
1315,0.028562482
1316,0.11358236
1317,0.0346183
1318,0.15926325
1319,0.09820439
1320,0.03187649
1321,-0.006580338
1322,0.00383853
1323,0.11703941
1324,-0.010734772
1325,-0.08419733
1326,-0.10304428
1327,-0.012171241
1328,-0.025749149
1329,-0.060152873
1330,-0.0370144
1331,-0.036001123
1332,-0.03635279
1333,-0.039482027
1334,-0.08754114
1335,-0.016182624
1336,0.012326213
1337,0.045227904
1338,0.040757563
1339,0.03288977
1340,0.052940723
1341,0.10552382
1342,0.06387219
1343,0.026547847
1344,0.030171804
1345,0.061941005
1346,0.011885139
1347,0.04413118
1348,-0.021660278
1349,0.004267683
1350,-0.085604
1351,-0.024485532
1352,-0.09400227
1353,-0.07971507
1354,-0.09921767
1355,-0.020801974
1356,-0.08763651
1357,-0.07177575
1358,-0.04478087
1359,-0.013244121
1360,-0.017100533
1361,0.074398346
1362,-0.002551073
1363,0.13262004
1364,0.006604179
1365,0.045215983
1366,0.033354685
1367,0.10565495
1368,0.081515126
1369,0.046443835
1370,0.09746529
1371,0.034165304
1372,0.06500468
1373,0.035524286
1374,0.012874574
1375,-0.19382194
1376,-0.046974313
1377,-0.09464004
1378,-0.13739435
1379,-0.032848045
1380,0.02366299
1381,-0.05114663
1382,-0.057119004
1383,-0.043100018
1384,0.021505307
1385,-0.058859453
1386,-0.04597296
1387,0.016760789
1388,0.03767005
1389,0.086188115
1390,0.16150439
1391,0.053191062
1392,-0.017464122
1393,0.039184008
1394,0.041437056
1395,0.04416694
1396,0.024115983
1397,0.016570054
1398,0.003325932
1399,-0.04719485
1400,-0.07322414
1401,-0.0668405
1402,-0.03816477
1403,-0.04994858
1404,0.012671919
1405,-0.07712228
1406,-0.11426781
1407,-0.003147118
1408,-0.027728017
1409,-0.002598757
1410,0.023424573
1411,-0.005841242
1412,0.14630523
1413,0.07723553
1414,0.068676315
1415,0.055992477
1416,0.007176383
1417,-0.028163131
1418,0.08193236
1419,-0.003463022
1420,0.0512718
1421,0.08794049
1422,0.003981581
1423,0.070833996
1424,0.0071287
1425,-0.025826635
1426,-0.036823664
1427,-0.068795525
1428,-0.08612255
1429,-0.04070392
1430,-0.03807536
1431,-0.06442055
1432,-0.0704883
1433,-0.000166893
1434,0.016713105
1435,0.04122248
1436,-0.035375275
1437,0.042509936
1438,0.095999025
1439,0.030171804
1440,0.0922797
1441,0.15131201
1442,0.07010683
1443,0.07820112
1444,0.058889255
1445,0.08069259
1446,0.002849096
1447,0.01677271
1448,-0.001960988
1449,-0.021481466
1450,-0.08844713
1451,-0.12158723
1452,-0.10763978
1453,-0.090551175
1454,-0.075423546
1455,-0.03754488
1456,-0.11960241
1457,-0.002819293
1458,-0.062358238
1459,-0.001573559
1460,-0.0808416
1461,-0.030034713
1462,0.03486864
1463,0.032472536
1464,0.10901665
1465,0.04956711
1466,0.06850942
1467,0.05707728
1468,0.09020547
1469,0.018346267
1470,0.009548643
1471,0.040352255
1472,0.03488056
1473,-0.026345192
1474,-0.049340613
1475,-0.01968737
1476,-0.047868382
1477,-0.067287534
1478,-0.0848351
1479,-0.001621243
1480,-0.11031603
1481,-0.079881966
1482,-0.024765674
1483,-0.01335141
1484,-0.047933947
1485,-0.14607874
1486,-0.044846434
1487,0.046837226
1488,0.016045533
1489,0.07153733
1490,0.084948346
1491,0.028920107
1492,0.079095185
1493,0.09727456
1494,0.09988524
1495,-0.034397762
1496,-0.04687895
1497,0.07504208
1498,0.0378131
1499,-0.10941004
